log_id;project_id;employee_id;date_logged;task_category;hours_worked
1786;P-2022-060;EMP-11;20/10/2022;Drafting;3.31
1787;P-2022-060;EMP-9;22/09/2022;Drafting;3.53
1788;P-2022-060;EMP-6;20/08/2022;Drafting;4.27
1789;P-2022-060;EMP-3;13/09/2022;Design;2.96
1790;P-2022-060;EMP-7;23/10/2022;Calculation;2.12
1791;P-2022-060;EMP-3;27/09/2022;Drafting;2.91
1792;P-2022-060;EMP-11;31/08/2022;Drafting;4.3
1793;P-2022-060;EMP-10;13/10/2022;Drafting;6.36
1794;P-2022-060;EMP-6;04/10/2022;Site Visit;5.82
1795;P-2022-060;EMP-9;18/10/2022;Drafting;4.85
1796;P-2022-060;EMP-5;02/10/2022;Calculation;6.73
1797;P-2022-060;EMP-9;10/09/2022;Drafting;5.83
1798;P-2022-060;EMP-2;30/08/2022;Meeting;6.68
1799;P-2022-060;EMP-4;17/09/2022;Site Visit;6.02
1800;P-2022-060;EMP-10;09/10/2022;Design;5.61
1801;P-2022-060;EMP-8;20/09/2022;Drafting;5.5
1802;P-2022-060;EMP-1;26/09/2022;Design;6.09
1803;P-2022-060;EMP-5;01/09/2022;Site Visit;3.29
1804;P-2022-060;EMP-11;11/09/2022;Meeting;6.89
1805;P-2022-060;EMP-1;23/10/2022;Site Visit;5.42
1806;P-2022-060;EMP-11;07/09/2022;Meeting;5.48
1807;P-2022-060;EMP-10;12/09/2022;Site Visit;3.6
1808;P-2022-060;EMP-7;27/10/2022;Site Visit;8.67
1809;P-2022-060;EMP-5;11/10/2022;Calculation;7.58
1810;P-2022-060;EMP-11;17/08/2022;Site Visit;4.14
1811;P-2022-060;EMP-3;10/10/2022;Calculation;2.65
1812;P-2022-060;EMP-8;27/09/2022;Drafting;9.48
1813;P-2022-060;EMP-3;03/09/2022;Drafting;5.43
1814;P-2022-060;EMP-2;27/08/2022;Drafting;4.69
1815;P-2022-060;EMP-5;04/10/2022;Site Visit;4.55
1816;P-2022-060;EMP-9;25/08/2022;Drafting;6.03
1817;P-2022-060;EMP-9;03/09/2022;Drafting;7.02
1818;P-2022-060;EMP-8;30/09/2022;Site Visit;5.8
1819;P-2022-060;EMP-1;27/10/2022;Meeting;3.17
1820;P-2022-060;EMP-2;12/10/2022;Design;3.65
1821;P-2022-060;EMP-11;30/08/2022;Drafting;4.95
1822;P-2022-060;EMP-6;04/09/2022;Site Visit;3.97
1823;P-2022-060;EMP-7;01/10/2022;Drafting;4.27
1824;P-2022-060;EMP-10;15/08/2022;Site Visit;4.18
1825;P-2022-060;EMP-11;14/10/2022;Design;6.51
1826;P-2022-060;EMP-6;27/09/2022;Drafting;5.04
1827;P-2022-060;EMP-3;25/10/2022;Design;7.95
1828;P-2022-060;EMP-6;29/09/2022;Meeting;4.55
1829;P-2022-060;EMP-11;17/08/2022;Calculation;4.6
1830;P-2022-060;EMP-3;14/10/2022;Site Visit;8.15
1831;P-2022-060;EMP-1;15/09/2022;Site Visit;3.81
1832;P-2022-060;EMP-7;21/09/2022;Site Visit;4.2
1833;P-2022-060;EMP-11;29/08/2022;Meeting;3.34
1834;P-2022-060;EMP-1;29/08/2022;Calculation;4.14
1835;P-2022-060;EMP-1;04/09/2022;Drafting;6.02
1836;P-2022-060;EMP-9;30/09/2022;Drafting;6.35
1837;P-2022-061;EMP-2;18/08/2022;Site Visit;0.5
1838;P-2022-061;EMP-11;19/08/2022;Meeting;3.73
1839;P-2022-061;EMP-4;22/08/2022;Meeting;1.72
1840;P-2022-061;EMP-6;04/08/2022;Meeting;0.46
1841;P-2022-061;EMP-3;19/08/2022;Design;0.5
1842;P-2022-061;EMP-5;15/08/2022;Drafting;2.14
1843;P-2022-061;EMP-4;28/08/2022;Meeting;0.5
1844;P-2022-061;EMP-3;06/08/2022;Calculation;1.59
1845;P-2022-061;EMP-4;14/08/2022;Meeting;0.5
1846;P-2022-061;EMP-8;13/08/2022;Calculation;1.5
1847;P-2022-061;EMP-2;22/08/2022;Meeting;2.14
1848;P-2022-061;EMP-9;11/08/2022;Meeting;0.5
1849;P-2022-061;EMP-3;09/08/2022;Calculation;3.11
1850;P-2022-061;EMP-8;02/08/2022;Drafting;0.5
1851;P-2022-061;EMP-8;24/08/2022;Drafting;2.82
1852;P-2022-061;EMP-7;26/08/2022;Meeting;2.34
1853;P-2022-061;EMP-1;11/08/2022;Design;2.75
1854;P-2022-061;EMP-3;08/08/2022;Design;1.38
1855;P-2022-061;EMP-6;13/08/2022;Site Visit;1.28
1856;P-2022-061;EMP-6;29/08/2022;Drafting;0.5
1857;P-2022-061;EMP-7;24/08/2022;Drafting;3.38
1858;P-2022-061;EMP-8;25/08/2022;Design;1.93
1859;P-2022-061;EMP-7;23/08/2022;Drafting;2.09
1860;P-2022-061;EMP-1;02/08/2022;Meeting;0.92
1861;P-2022-061;EMP-9;23/08/2022;Design;3.5
1862;P-2022-061;EMP-5;12/08/2022;Design;4.86
1863;P-2022-061;EMP-9;24/08/2022;Design;2.96
1864;P-2022-061;EMP-6;07/08/2022;Drafting;0.41
1865;P-2022-061;EMP-11;27/08/2022;Design;0.5
1866;P-2022-061;EMP-2;15/08/2022;Design;0.5
1867;P-2022-061;EMP-8;29/08/2022;Design;0.5
1868;P-2022-061;EMP-8;29/08/2022;Drafting;2.23
1869;P-2022-061;EMP-9;22/08/2022;Calculation;1.65
1870;P-2022-061;EMP-4;07/08/2022;Site Visit;2.64
1871;P-2022-061;EMP-11;11/08/2022;Site Visit;3.12
1872;P-2022-061;EMP-7;10/08/2022;Meeting;2.8
1873;P-2022-061;EMP-6;10/08/2022;Calculation;2.47
1874;P-2022-061;EMP-9;26/08/2022;Meeting;0.5
1875;P-2022-061;EMP-9;25/08/2022;Drafting;2.71
1876;P-2022-061;EMP-9;09/08/2022;Meeting;0.5
1877;P-2022-061;EMP-9;23/08/2022;Site Visit;0.82
1878;P-2022-061;EMP-8;15/08/2022;Design;3.13
1879;P-2022-061;EMP-4;28/08/2022;Calculation;0.5
1880;P-2022-061;EMP-6;14/08/2022;Design;0.84
1881;P-2022-061;EMP-9;07/08/2022;Meeting;2.27
1882;P-2022-061;EMP-8;17/08/2022;Site Visit;0.5
1883;P-2022-062;EMP-8;24/10/2022;Calculation;7.88
1884;P-2022-062;EMP-2;25/09/2022;Design;7.98
1885;P-2022-062;EMP-6;15/10/2022;Design;8.19
1886;P-2022-062;EMP-10;25/09/2022;Site Visit;7.37
1887;P-2022-062;EMP-6;18/09/2022;Site Visit;9.64
1888;P-2022-062;EMP-2;10/10/2022;Meeting;8.79
1889;P-2022-062;EMP-11;19/10/2022;Calculation;8.0
1890;P-2022-062;EMP-9;11/10/2022;Calculation;7.74
1891;P-2022-062;EMP-8;23/09/2022;Design;9.77
1892;P-2022-062;EMP-9;12/10/2022;Site Visit;9.07
1893;P-2022-062;EMP-1;21/09/2022;Drafting;10.03
1894;P-2022-062;EMP-5;22/10/2022;Drafting;9.06
1895;P-2022-062;EMP-7;24/10/2022;Drafting;6.27
1896;P-2022-062;EMP-10;22/10/2022;Meeting;9.26
1897;P-2022-062;EMP-7;07/10/2022;Design;9.35
1898;P-2022-063;EMP-4;19/05/2022;Calculation;7.14
1899;P-2022-063;EMP-1;27/05/2022;Design;9.36
1900;P-2022-063;EMP-3;30/05/2022;Calculation;6.8
1901;P-2022-063;EMP-11;25/04/2022;Calculation;7.65
1902;P-2022-063;EMP-6;07/05/2022;Design;10.46
1903;P-2022-063;EMP-2;11/05/2022;Site Visit;6.15
1904;P-2022-063;EMP-6;11/05/2022;Drafting;6.06
1905;P-2022-063;EMP-7;24/05/2022;Drafting;6.91
1906;P-2022-063;EMP-2;07/04/2022;Drafting;8.27
1907;P-2022-063;EMP-6;24/05/2022;Site Visit;8.21
1908;P-2022-063;EMP-5;22/05/2022;Design;7.67
1909;P-2022-063;EMP-4;05/05/2022;Calculation;7.33
1910;P-2022-063;EMP-2;10/05/2022;Meeting;8.45
1911;P-2022-063;EMP-8;15/05/2022;Calculation;7.74
1912;P-2022-063;EMP-6;06/04/2022;Design;6.93
1913;P-2022-063;EMP-11;06/05/2022;Meeting;5.87
1914;P-2022-063;EMP-7;02/06/2022;Drafting;6.97
1915;P-2022-063;EMP-7;09/04/2022;Design;9.36
1916;P-2022-063;EMP-11;08/04/2022;Meeting;7.42
1917;P-2022-063;EMP-3;27/05/2022;Drafting;8.41
1918;P-2022-063;EMP-6;11/04/2022;Calculation;5.47
1919;P-2022-063;EMP-1;22/04/2022;Calculation;7.12
1920;P-2022-063;EMP-1;02/06/2022;Site Visit;9.26
1921;P-2022-063;EMP-9;24/04/2022;Design;5.88
1922;P-2022-063;EMP-7;03/06/2022;Meeting;6.31
1923;P-2022-063;EMP-4;21/04/2022;Meeting;6.03
1924;P-2022-063;EMP-3;22/05/2022;Design;9.14
1925;P-2022-063;EMP-3;14/05/2022;Calculation;7.5
1926;P-2022-063;EMP-1;05/05/2022;Meeting;4.58
1927;P-2022-063;EMP-4;01/04/2022;Meeting;4.84
1928;P-2022-063;EMP-6;29/04/2022;Calculation;9.01
1929;P-2022-063;EMP-8;20/05/2022;Design;10.4
1930;P-2022-063;EMP-3;15/05/2022;Meeting;6.54
1931;P-2022-064;EMP-11;29/08/2022;Drafting;7.79
1932;P-2022-064;EMP-9;19/09/2022;Calculation;8.31
1933;P-2022-064;EMP-1;15/08/2022;Design;6.56
1934;P-2022-064;EMP-1;31/08/2022;Site Visit;6.5
1935;P-2022-064;EMP-2;27/07/2022;Drafting;7.62
1936;P-2022-064;EMP-6;23/09/2022;Meeting;5.84
1937;P-2022-064;EMP-8;08/09/2022;Drafting;8.94
1938;P-2022-064;EMP-1;05/08/2022;Meeting;6.53
1939;P-2022-064;EMP-3;10/08/2022;Design;9.01
1940;P-2022-064;EMP-7;13/09/2022;Meeting;6.81
1941;P-2022-064;EMP-3;14/08/2022;Calculation;7.87
1942;P-2022-064;EMP-1;17/08/2022;Design;7.27
1943;P-2022-064;EMP-5;06/09/2022;Design;8.16
1944;P-2022-064;EMP-1;26/07/2022;Site Visit;7.52
1945;P-2022-064;EMP-8;27/09/2022;Calculation;6.03
1946;P-2022-064;EMP-5;19/09/2022;Design;8.87
1947;P-2022-064;EMP-10;06/09/2022;Meeting;8.15
1948;P-2022-064;EMP-3;27/09/2022;Drafting;6.4
1949;P-2022-064;EMP-7;19/09/2022;Meeting;8.22
1950;P-2022-064;EMP-7;20/08/2022;Calculation;7.31
1951;P-2022-064;EMP-10;05/09/2022;Site Visit;6.62
1952;P-2022-064;EMP-5;30/08/2022;Calculation;6.89
1953;P-2022-064;EMP-8;02/08/2022;Design;6.99
1954;P-2022-064;EMP-2;31/08/2022;Design;5.0
1955;P-2022-064;EMP-3;07/08/2022;Design;5.48
1956;P-2022-064;EMP-2;24/09/2022;Site Visit;9.64
1957;P-2022-064;EMP-2;09/08/2022;Site Visit;7.16
1958;P-2022-064;EMP-11;31/08/2022;Drafting;4.8
1959;P-2022-064;EMP-8;20/08/2022;Meeting;7.68
1960;P-2022-064;EMP-2;18/08/2022;Design;6.52
1961;P-2022-064;EMP-1;02/09/2022;Site Visit;6.56
1962;P-2022-064;EMP-11;28/09/2022;Meeting;5.99
1963;P-2022-064;EMP-6;23/09/2022;Meeting;5.8
1964;P-2022-064;EMP-7;19/08/2022;Calculation;7.53
1965;P-2022-064;EMP-2;29/07/2022;Design;8.29
1966;P-2022-064;EMP-8;01/09/2022;Design;8.48
1967;P-2022-065;EMP-2;13/02/2022;Meeting;8.71
1968;P-2022-065;EMP-7;14/02/2022;Drafting;10.29
1969;P-2022-065;EMP-3;10/02/2022;Drafting;12.56
1970;P-2022-065;EMP-4;08/02/2022;Design;9.72
1971;P-2022-065;EMP-7;09/02/2022;Site Visit;10.69
1972;P-2022-065;EMP-4;18/02/2022;Site Visit;9.47
1973;P-2022-065;EMP-8;04/02/2022;Design;9.25
1974;P-2022-065;EMP-5;27/02/2022;Calculation;5.72
1975;P-2022-065;EMP-8;23/02/2022;Drafting;8.17
1976;P-2022-066;EMP-1;08/04/2022;Calculation;13.58
1977;P-2022-066;EMP-4;12/05/2022;Drafting;16.01
1978;P-2022-066;EMP-9;29/04/2022;Meeting;12.77
1979;P-2022-066;EMP-11;24/06/2022;Meeting;13.9
1980;P-2022-066;EMP-2;07/06/2022;Drafting;13.85
1981;P-2022-066;EMP-1;26/08/2022;Drafting;14.52
1982;P-2022-066;EMP-3;26/07/2022;Site Visit;11.96
1983;P-2022-066;EMP-2;26/04/2022;Calculation;13.02
1984;P-2022-066;EMP-10;25/03/2022;Calculation;15.62
1985;P-2022-066;EMP-10;11/04/2022;Meeting;14.32
1986;P-2022-066;EMP-1;13/08/2022;Meeting;12.75
1987;P-2022-066;EMP-8;14/08/2022;Meeting;13.48
1988;P-2022-066;EMP-10;16/04/2022;Design;13.35
1989;P-2022-066;EMP-6;24/04/2022;Calculation;14.54
1990;P-2022-066;EMP-10;24/03/2022;Drafting;15.18
1991;P-2022-066;EMP-5;13/04/2022;Design;11.97
1992;P-2022-066;EMP-2;09/05/2022;Site Visit;14.16
1993;P-2022-066;EMP-3;12/06/2022;Drafting;13.91
1994;P-2022-066;EMP-7;08/08/2022;Calculation;14.05
1995;P-2022-066;EMP-1;14/04/2022;Drafting;14.38
1996;P-2022-066;EMP-1;10/08/2022;Site Visit;12.32
1997;P-2022-066;EMP-10;18/05/2022;Drafting;14.11
1998;P-2022-066;EMP-2;02/06/2022;Design;11.71
1999;P-2022-066;EMP-1;01/07/2022;Meeting;12.27
2000;P-2022-066;EMP-10;03/07/2022;Drafting;13.27
2001;P-2022-066;EMP-8;18/06/2022;Calculation;13.51
2002;P-2022-066;EMP-2;25/04/2022;Meeting;15.35
2003;P-2022-066;EMP-2;29/07/2022;Design;16.33
2004;P-2022-066;EMP-6;22/08/2022;Design;15.31
2005;P-2022-066;EMP-2;26/04/2022;Drafting;14.17
2006;P-2022-066;EMP-2;17/08/2022;Meeting;14.82
2007;P-2022-066;EMP-10;28/07/2022;Meeting;11.95
2008;P-2022-066;EMP-9;06/07/2022;Design;14.46
2009;P-2022-066;EMP-5;07/08/2022;Meeting;13.58
2010;P-2022-066;EMP-7;22/04/2022;Design;11.83
2011;P-2022-066;EMP-1;16/08/2022;Drafting;11.93
2012;P-2022-066;EMP-9;15/04/2022;Design;10.46
2013;P-2022-066;EMP-6;30/05/2022;Calculation;14.76
2014;P-2022-066;EMP-4;14/08/2022;Meeting;10.98
2015;P-2022-066;EMP-10;16/05/2022;Drafting;12.68
2016;P-2022-066;EMP-7;05/08/2022;Design;12.59
2017;P-2022-066;EMP-5;16/08/2022;Site Visit;14.59
2018;P-2022-066;EMP-9;21/07/2022;Meeting;11.58
2019;P-2022-066;EMP-2;13/08/2022;Design;14.73
2020;P-2022-066;EMP-11;08/08/2022;Design;13.35
2021;P-2022-066;EMP-3;23/05/2022;Design;14.87
2022;P-2022-066;EMP-1;07/08/2022;Meeting;14.52
2023;P-2022-066;EMP-5;17/07/2022;Design;12.37
2024;P-2022-066;EMP-5;02/05/2022;Meeting;13.71
2025;P-2022-067;EMP-11;01/08/2022;Site Visit;20.46
2026;P-2022-067;EMP-9;22/07/2022;Drafting;17.8
2027;P-2022-067;EMP-11;03/05/2022;Site Visit;20.18
2028;P-2022-067;EMP-3;29/08/2022;Site Visit;21.41
2029;P-2022-067;EMP-2;12/05/2022;Meeting;21.03
2030;P-2022-067;EMP-4;17/07/2022;Meeting;17.49
2031;P-2022-067;EMP-10;26/05/2022;Calculation;21.37
2032;P-2022-067;EMP-7;15/08/2022;Site Visit;20.0
2033;P-2022-067;EMP-6;09/05/2022;Meeting;19.03
2034;P-2022-067;EMP-1;05/06/2022;Meeting;20.73
2035;P-2022-067;EMP-2;14/06/2022;Site Visit;20.89
2036;P-2022-067;EMP-11;01/09/2022;Design;20.45
2037;P-2022-067;EMP-5;24/05/2022;Drafting;19.76
2038;P-2022-067;EMP-10;19/09/2022;Drafting;18.83
2039;P-2022-067;EMP-7;26/07/2022;Calculation;20.55
2040;P-2022-067;EMP-1;16/07/2022;Site Visit;21.93
2041;P-2022-067;EMP-1;15/05/2022;Design;21.14
2042;P-2022-067;EMP-11;01/07/2022;Calculation;20.98
2043;P-2022-067;EMP-10;15/08/2022;Site Visit;19.47
2044;P-2022-067;EMP-3;26/07/2022;Site Visit;21.93
2045;P-2022-067;EMP-10;26/07/2022;Calculation;20.24
2046;P-2022-067;EMP-6;02/06/2022;Design;18.2
2047;P-2022-067;EMP-2;30/06/2022;Design;19.23
2048;P-2022-067;EMP-11;16/08/2022;Design;18.49
2049;P-2022-067;EMP-11;04/09/2022;Calculation;19.71
2050;P-2022-067;EMP-10;18/09/2022;Site Visit;20.96
2051;P-2022-067;EMP-6;11/08/2022;Drafting;21.04
2052;P-2022-067;EMP-7;29/05/2022;Meeting;19.73
2053;P-2022-067;EMP-8;24/07/2022;Calculation;21.28
2054;P-2022-068;EMP-8;12/09/2022;Site Visit;3.44
2055;P-2022-068;EMP-6;08/09/2022;Site Visit;0.5
2056;P-2022-068;EMP-3;16/09/2022;Meeting;1.85
2057;P-2022-068;EMP-2;02/09/2022;Calculation;0.5
2058;P-2022-068;EMP-5;19/09/2022;Meeting;0.5
2059;P-2022-068;EMP-4;29/08/2022;Design;3.73
2060;P-2022-068;EMP-8;26/08/2022;Calculation;3.78
2061;P-2022-068;EMP-5;11/09/2022;Site Visit;3.87
2062;P-2022-068;EMP-9;27/08/2022;Meeting;0.45
2063;P-2022-068;EMP-4;07/09/2022;Calculation;3.56
2064;P-2022-068;EMP-10;24/08/2022;Design;0.93
2065;P-2022-068;EMP-3;14/09/2022;Drafting;3.24
2066;P-2022-068;EMP-7;26/08/2022;Site Visit;0.73
2067;P-2022-068;EMP-9;18/09/2022;Calculation;1.29
2068;P-2022-068;EMP-8;30/08/2022;Drafting;2.04
2069;P-2022-068;EMP-5;07/09/2022;Drafting;2.74
2070;P-2022-068;EMP-5;07/09/2022;Design;2.07
2071;P-2022-068;EMP-5;27/08/2022;Calculation;4.01
2072;P-2022-068;EMP-2;31/08/2022;Design;3.34
2073;P-2022-068;EMP-1;29/08/2022;Drafting;2.76
2074;P-2022-068;EMP-2;06/09/2022;Drafting;0.5
2075;P-2022-068;EMP-8;06/09/2022;Meeting;2.02
2076;P-2022-068;EMP-11;30/08/2022;Site Visit;2.67
2077;P-2022-068;EMP-5;16/09/2022;Meeting;3.04
2078;P-2022-068;EMP-8;04/09/2022;Calculation;3.77
2079;P-2022-068;EMP-8;06/09/2022;Drafting;2.61
2080;P-2022-068;EMP-5;15/09/2022;Design;0.5
2081;P-2022-068;EMP-5;30/08/2022;Site Visit;0.75
2082;P-2022-068;EMP-9;22/08/2022;Drafting;0.5
2083;P-2022-068;EMP-6;06/09/2022;Design;3.01
2084;P-2022-068;EMP-1;01/09/2022;Design;3.2
2085;P-2022-068;EMP-2;27/08/2022;Meeting;0.27
2086;P-2022-068;EMP-6;31/08/2022;Drafting;0.5
2087;P-2022-068;EMP-4;26/08/2022;Meeting;0.47
2088;P-2022-068;EMP-4;12/09/2022;Drafting;0.48
2089;P-2022-068;EMP-4;02/09/2022;Calculation;1.76
2090;P-2022-068;EMP-5;30/08/2022;Calculation;2.04
2091;P-2022-068;EMP-4;28/08/2022;Drafting;2.73
2092;P-2022-068;EMP-10;03/09/2022;Calculation;4.55
2093;P-2022-068;EMP-9;06/09/2022;Drafting;2.13
2094;P-2022-068;EMP-9;18/09/2022;Drafting;1.49
2095;P-2022-068;EMP-9;04/09/2022;Meeting;0.89
2096;P-2022-068;EMP-1;05/09/2022;Meeting;2.54
2097;P-2022-068;EMP-5;07/09/2022;Site Visit;1.45
2098;P-2022-068;EMP-5;18/09/2022;Calculation;2.63
2099;P-2022-068;EMP-6;08/09/2022;Design;3.14
2100;P-2022-068;EMP-8;15/09/2022;Site Visit;2.42
2101;P-2022-068;EMP-4;06/09/2022;Meeting;2.87
2102;P-2022-068;EMP-3;04/09/2022;Meeting;1.79
2103;P-2022-068;EMP-1;06/09/2022;Calculation;2.21
2104;P-2022-068;EMP-7;28/08/2022;Design;1.44
2105;P-2022-068;EMP-2;31/08/2022;Calculation;1.56
2106;P-2022-068;EMP-10;17/09/2022;Design;0.5
2107;P-2022-068;EMP-1;04/09/2022;Design;2.4
2108;P-2022-068;EMP-11;10/09/2022;Calculation;0.52
2109;P-2022-068;EMP-1;26/08/2022;Calculation;0.5
2110;P-2022-069;EMP-1;06/12/2022;Design;15.39
2111;P-2022-069;EMP-9;21/11/2022;Site Visit;16.85
2112;P-2022-069;EMP-5;18/02/2023;Drafting;18.24
2113;P-2022-069;EMP-7;08/12/2022;Drafting;14.86
2114;P-2022-069;EMP-9;07/11/2022;Meeting;13.59
2115;P-2022-069;EMP-7;18/11/2022;Meeting;14.83
2116;P-2022-069;EMP-1;13/12/2022;Site Visit;14.32
2117;P-2022-069;EMP-6;27/12/2022;Meeting;15.25
2118;P-2022-069;EMP-1;18/11/2022;Design;12.6
2119;P-2022-069;EMP-6;15/02/2023;Calculation;14.37
2120;P-2022-069;EMP-2;14/01/2023;Drafting;14.46
2121;P-2022-069;EMP-6;25/11/2022;Site Visit;17.58
2122;P-2022-069;EMP-10;08/12/2022;Calculation;18.64
2123;P-2022-069;EMP-5;01/01/2023;Site Visit;15.82
2124;P-2022-069;EMP-11;19/11/2022;Calculation;14.79
2125;P-2022-069;EMP-6;01/11/2022;Drafting;16.47
2126;P-2022-069;EMP-4;28/12/2022;Meeting;14.94
2127;P-2022-069;EMP-11;20/01/2023;Site Visit;16.89
2128;P-2022-069;EMP-8;22/02/2023;Drafting;15.61
2129;P-2022-069;EMP-10;28/10/2022;Drafting;15.09
2130;P-2022-069;EMP-7;09/12/2022;Drafting;17.2
2131;P-2022-069;EMP-8;13/11/2022;Calculation;16.16
2132;P-2022-069;EMP-3;18/12/2022;Site Visit;12.73
2133;P-2022-069;EMP-4;19/02/2023;Calculation;16.68
2134;P-2022-069;EMP-1;05/11/2022;Drafting;18.59
2135;P-2022-069;EMP-11;25/11/2022;Drafting;14.62
2136;P-2022-069;EMP-7;17/02/2023;Design;15.25
2137;P-2022-069;EMP-7;01/02/2023;Site Visit;19.16
2138;P-2022-069;EMP-5;30/10/2022;Site Visit;15.06
2139;P-2022-069;EMP-8;08/01/2023;Drafting;16.47
2140;P-2022-069;EMP-10;05/12/2022;Design;18.77
2141;P-2022-069;EMP-5;04/03/2023;Site Visit;15.23
2142;P-2022-069;EMP-8;04/12/2022;Meeting;15.42
2143;P-2022-069;EMP-3;13/11/2022;Calculation;16.77
2144;P-2022-069;EMP-8;11/02/2023;Calculation;15.83
2145;P-2022-069;EMP-6;24/01/2023;Meeting;14.23
2146;P-2022-069;EMP-9;22/11/2022;Site Visit;16.07
2147;P-2022-070;EMP-7;25/01/2022;Design;2.27
2148;P-2022-070;EMP-10;04/03/2022;Design;4.06
2149;P-2022-070;EMP-9;01/02/2022;Site Visit;1.33
2150;P-2022-070;EMP-7;06/02/2022;Design;4.22
2151;P-2022-070;EMP-3;25/02/2022;Meeting;0.99
2152;P-2022-070;EMP-6;08/03/2022;Design;2.18
2153;P-2022-070;EMP-10;06/03/2022;Site Visit;3.75
2154;P-2022-070;EMP-3;25/01/2022;Site Visit;5.17
2155;P-2022-070;EMP-5;13/02/2022;Site Visit;2.64
2156;P-2022-070;EMP-11;04/02/2022;Meeting;3.15
2157;P-2022-070;EMP-6;16/02/2022;Meeting;2.49
2158;P-2022-070;EMP-6;09/03/2022;Design;2.81
2159;P-2022-070;EMP-7;28/02/2022;Site Visit;5.46
2160;P-2022-070;EMP-1;01/03/2022;Site Visit;1.84
2161;P-2022-070;EMP-7;17/02/2022;Design;2.49
2162;P-2022-070;EMP-7;20/02/2022;Drafting;4.39
2163;P-2022-070;EMP-3;15/02/2022;Site Visit;2.74
2164;P-2022-070;EMP-10;14/02/2022;Drafting;2.13
2165;P-2022-070;EMP-7;02/02/2022;Site Visit;2.98
2166;P-2022-070;EMP-1;30/01/2022;Meeting;1.77
2167;P-2022-070;EMP-1;03/03/2022;Site Visit;5.79
2168;P-2022-070;EMP-4;19/02/2022;Calculation;1.52
2169;P-2022-070;EMP-7;14/02/2022;Site Visit;3.92
2170;P-2022-070;EMP-6;17/02/2022;Calculation;7.53
2171;P-2022-070;EMP-11;05/02/2022;Site Visit;1.93
2172;P-2022-070;EMP-3;09/03/2022;Site Visit;4.78
2173;P-2022-070;EMP-10;17/02/2022;Calculation;2.26
2174;P-2022-070;EMP-8;23/02/2022;Calculation;0.61
2175;P-2022-070;EMP-1;14/02/2022;Drafting;4.87
2176;P-2022-070;EMP-5;09/02/2022;Meeting;4.9
2177;P-2022-070;EMP-10;08/03/2022;Design;3.9
2178;P-2022-070;EMP-7;29/01/2022;Calculation;3.55
2179;P-2022-070;EMP-3;22/02/2022;Calculation;3.17
2180;P-2022-070;EMP-5;10/02/2022;Meeting;3.33
2181;P-2022-070;EMP-11;21/02/2022;Calculation;4.85
2182;P-2022-070;EMP-5;13/02/2022;Design;2.22
2183;P-2022-070;EMP-4;24/02/2022;Design;2.68
2184;P-2022-070;EMP-1;04/03/2022;Site Visit;3.82
2185;P-2022-070;EMP-9;31/01/2022;Drafting;4.05
2186;P-2022-070;EMP-2;18/02/2022;Site Visit;5.41
2187;P-2022-070;EMP-6;25/02/2022;Design;5.56
2188;P-2022-070;EMP-8;31/01/2022;Design;3.2
2189;P-2022-070;EMP-8;25/02/2022;Design;3.16
2190;P-2022-070;EMP-4;17/02/2022;Calculation;2.81
2191;P-2022-070;EMP-6;15/02/2022;Design;2.96
2192;P-2022-070;EMP-2;05/02/2022;Drafting;3.33
2193;P-2022-071;EMP-10;07/05/2022;Meeting;4.84
2194;P-2022-071;EMP-6;08/06/2022;Calculation;6.11
2195;P-2022-071;EMP-8;20/05/2022;Meeting;4.5
2196;P-2022-071;EMP-2;05/06/2022;Design;5.58
2197;P-2022-071;EMP-6;06/06/2022;Calculation;3.58
2198;P-2022-071;EMP-10;06/06/2022;Design;5.03
2199;P-2022-071;EMP-7;12/05/2022;Design;6.58
2200;P-2022-071;EMP-8;12/06/2022;Site Visit;7.72
2201;P-2022-071;EMP-7;11/06/2022;Design;7.81
2202;P-2022-071;EMP-4;28/05/2022;Drafting;6.43
2203;P-2022-071;EMP-10;25/05/2022;Site Visit;6.73
2204;P-2022-071;EMP-10;23/05/2022;Design;7.06
2205;P-2022-071;EMP-10;19/05/2022;Meeting;7.11
2206;P-2022-071;EMP-9;16/05/2022;Calculation;3.24
2207;P-2022-071;EMP-8;06/05/2022;Drafting;5.02
2208;P-2022-071;EMP-2;24/05/2022;Drafting;3.14
2209;P-2022-071;EMP-6;24/05/2022;Drafting;3.81
2210;P-2022-071;EMP-5;08/06/2022;Meeting;3.92
2211;P-2022-071;EMP-7;19/05/2022;Drafting;6.17
2212;P-2022-071;EMP-1;19/05/2022;Meeting;6.67
2213;P-2022-071;EMP-6;22/05/2022;Drafting;6.99
2214;P-2022-071;EMP-11;03/06/2022;Site Visit;2.88
2215;P-2022-071;EMP-1;31/05/2022;Calculation;5.09
2216;P-2022-071;EMP-6;01/06/2022;Calculation;6.46
2217;P-2022-072;EMP-3;17/07/2022;Drafting;9.55
2218;P-2022-072;EMP-9;30/06/2022;Meeting;15.87
2219;P-2022-072;EMP-1;09/04/2022;Meeting;17.2
2220;P-2022-072;EMP-2;09/05/2022;Meeting;12.67
2221;P-2022-072;EMP-7;29/06/2022;Site Visit;11.48
2222;P-2022-072;EMP-10;10/07/2022;Design;10.7
2223;P-2022-072;EMP-2;19/07/2022;Meeting;15.59
2224;P-2022-072;EMP-3;23/03/2022;Design;11.51
2225;P-2022-072;EMP-10;03/06/2022;Meeting;18.01
